index,Size,Fluo,Clarity,Cut,Polish,Symmetry,D,E,F,G,H,I,J,K,L,M
70,0.95-0.99,None,IF,EX,EX,GD,-32.0,-30.0,-30.0,-37,-36,-30,-26,-28,-31,-30
71,0.95-0.99,None,SI1,EX,EX,GD,-30.0,-28.0,-30.0,-28,-29,-31,-32,-28,-28,-32
72,0.95-0.99,None,SI2,EX,EX,GD,-36.0,-32.0,-32.0,-28,-30,-29,-29,-28,-29,-32
73,0.95-0.99,None,VS1,EX,EX,GD,-36.0,-32.0,-30.0,-29,-29,-29,-28,-30,-31,-32
74,0.95-0.99,None,VS2,EX,EX,GD,-28.0,-27.0,-31.0,-28,-32,-31,-34,-30,-30,-31
75,0.95-0.99,None,VVS1,EX,EX,GD,-34.0,-31.0,-32.0,-33,-34,-31,-27,-28,-33,-34
76,0.95-0.99,None,VVS2,EX,EX,GD,-36.0,-35.0,-31.0,-33,-32,-30,-30,-27,-33,-33
77,0.30-0.34,None,IF,VG,EX,GD,-57.0,-53.0,-52.0,-56,-57,-56,-56,-56,-51,-53
78,0.30-0.34,None,SI1,VG,EX,GD,-54.0,-57.0,-56.0,-52,-52,-54,-51,-50,-50,-48
79,0.30-0.34,None,SI2,VG,EX,GD,-54.0,-58.0,-55.0,-50,-51,-52,-49,-52,-52,-48
80,0.30-0.34,None,VS1,VG,EX,GD,-51.0,-56.0,-54.0,-52,-52,-53,-52,-50,-49,-50
81,0.30-0.34,None,VS2,VG,EX,GD,-55.0,-57.0,-55.0,-52,-51,-54,-52,-49,-50,-48
82,0.30-0.34,None,VVS1,VG,EX,GD,-54.0,-51.0,-50.0,-55,-55,-54,-54,-54,-50,-56
83,0.30-0.34,None,VVS2,VG,EX,GD,-55.0,-55.0,-54.0,-53,-54,-55,-55,-53,-52,-54
84,0.35-0.39,None,IF,VG,EX,GD,-54.0,-44.0,-48.0,-50,-52,-52,-52,-53,-51,-47
85,0.35-0.39,None,SI1,VG,EX,GD,-51.0,-57.0,-54.0,-52,-49,-47,-40,-46,-45,-46
86,0.35-0.39,None,SI2,VG,EX,GD,-53.0,-56.0,-53.0,-50,-50,-48,-45,-50,-46,-46
87,0.35-0.39,None,VS1,VG,EX,GD,-52.0,-57.0,-53.0,-51,-50,-50,-45,-49,-46,-47
88,0.35-0.39,None,VS2,VG,EX,GD,-55.0,-58.0,-54.0,-51,-48,-50,-43,-47,-48,-47
89,0.35-0.39,None,VVS1,VG,EX,GD,-50.0,-46.0,-48.0,-50,-51,-51,-49,-52,-50,-48
90,0.35-0.39,None,VVS2,VG,EX,GD,-53.0,-53.0,-51.0,-52,-52,-52,-48,-52,-49,-51
91,0.40-0.44,None,IF,VG,EX,GD,-43.0,-39.0,-39.0,-43,-42,-47,-47,-49,-46,-50
92,0.40-0.44,None,IF,VG,EX,GD,-43.0,-39.0,-39.0,-43,-42,-47,-47,-49,-46,-50
93,0.40-0.44,None,SI1,VG,EX,GD,-49.0,-48.0,-48.0,-45,-43,-44,-44,-46,-48,-45
94,0.40-0.44,None,SI1,VG,EX,GD,-49.0,-48.0,-48.0,-45,-43,-44,-44,-46,-48,-45
95,0.40-0.44,None,SI2,VG,EX,GD,-51.0,-53.0,-51.0,-48,-45,-44,-45,-43,-41,-43
96,0.40-0.44,None,SI2,VG,EX,GD,-51.0,-53.0,-51.0,-48,-45,-44,-45,-43,-41,-43
97,0.40-0.44,None,VS1,VG,EX,GD,-48.0,-46.0,-45.0,-43,-42,-50,-48,-48,-49,-49
98,0.40-0.44,None,VS1,VG,EX,GD,-48.0,-46.0,-45.0,-43,-42,-50,-48,-48,-49,-49
99,0.40-0.44,None,VS2,VG,EX,GD,-49.0,-50.0,-48.0,-45,-42,-50,-47,-48,-50,-47
100,0.40-0.44,None,VS2,VG,EX,GD,-49.0,-50.0,-48.0,-45,-42,-50,-47,-48,-50,-47
101,0.40-0.44,None,VVS1,VG,EX,GD,-42.0,-38.0,-39.0,-41,-42,-48,-49,-50,-45,-48
102,0.40-0.44,None,VVS1,VG,EX,GD,-42.0,-38.0,-39.0,-41,-42,-48,-49,-50,-45,-48
103,0.40-0.44,None,VVS2,VG,EX,GD,-46.0,-44.0,-42.0,-42,-43,-50,-49,-51,-51,-50
104,0.40-0.44,None,VVS2,VG,EX,GD,-46.0,-44.0,-42.0,-42,-43,-50,-49,-51,-51,-50
105,0.45-0.49,None,IF,VG,EX,GD,-41.0,-34.0,-31.0,-31,-34,-37,-35,-49,-43,-41
106,0.45-0.49,None,SI1,VG,EX,GD,-45.0,-42.0,-41.0,-39,-36,-39,-40,-40,-40,-45
107,0.45-0.49,None,SI2,VG,EX,GD,-51.0,-50.0,-47.0,-44,-40,-40,-40,-40,-39,-47
108,0.45-0.49,None,VS1,VG,EX,GD,-43.0,-40.0,-38.0,-35,-36,-41,-43,-41,-43,-45
109,0.45-0.49,None,VS2,VG,EX,GD,-39.0,-43.0,-41.0,-38,-34,-39,-40,-41,-41,-45
110,0.45-0.49,None,VVS1,VG,EX,GD,-37.0,-32.0,-31.0,-34,-35,-42,-39,-46,-41,-42
111,0.45-0.49,None,VVS2,VG,EX,GD,-44.0,-41.0,-37.0,-35,-36,-41,-45,-45,-44,-50
112,0.50-0.59,None,IF,VG,EX,GD,-57.0,-51.0,-50.0,-49,-54,-53,-48,-47,-48,-47
113,0.50-0.59,None,SI1,VG,EX,GD,-57.0,-60.0,-59.0,-56,-53,-53,-52,-51,-49,-51
114,0.50-0.59,None,SI2,VG,EX,GD,-56.0,-59.0,-58.0,-56,-55,-56,-52,-52,-49,-46
115,0.50-0.59,None,VS1,VG,EX,GD,-57.0,-57.0,-57.0,-54,-54,-52,-49,-50,-48,-48
116,0.50-0.59,None,VS2,VG,EX,GD,-58.0,-59.0,-58.0,-55,-54,-52,-51,-53,-47,-48
117,0.50-0.59,None,VVS1,VG,EX,GD,-57.0,-50.0,-50.0,-50,-54,-54,-50,-47,-47,-49
118,0.50-0.59,None,VVS2,VG,EX,GD,-61.0,-57.0,-55.0,-52,-53,-53,-51,-51,-46,-49
119,0.70-0.74,None,IF,VG,EX,GD,-49.0,-45.0,-41.0,-46,-52,-49,-47,-47,-42,-45
120,0.70-0.74,None,SI1,VG,EX,GD,-55.0,-54.0,-50.0,-49,-48,-47,-45,-44,-47,-50
121,0.70-0.74,None,SI2,VG,EX,GD,-55.0,-55.0,-54.0,-53,-50,-47,-47,-49,-47,-51
122,0.70-0.74,None,VS1,VG,EX,GD,-50.0,-51.0,-50.0,-46,-51,-45,-44,-45,-47,-53
123,0.70-0.74,None,VS2,VG,EX,GD,-54.0,-52.0,-51.0,-50,-49,-48,-46,-48,-48,-52
124,0.70-0.74,None,VVS1,VG,EX,GD,-45.0,-45.0,-40.0,-47,-51,-49,-46,-44,-47,-46
125,0.70-0.74,None,VVS2,VG,EX,GD,-50.0,-48.0,-45.0,-48,-52,-48,-46,-47,-46,-51
126,0.75-0.79,None,IF,VG,EX,GD,-42.0,-38.0,-36.0,-40,-46,-45,-43,-40,-41,-42
127,0.75-0.79,None,SI1,VG,EX,GD,-49.0,-47.0,-47.0,-43,-42,-39,-37,-42,-39,-47
128,0.75-0.79,None,SI2,VG,EX,GD,-52.0,-49.0,-51.0,-47,-42,-43,-37,-43,-42,-43
129,0.75-0.79,None,VS1,VG,EX,GD,-44.0,-44.0,-45.0,-43,-45,-41,-39,-41,-40,-45
130,0.75-0.79,None,VS2,VG,EX,GD,-49.0,-51.0,-49.0,-46,-43,-40,-39,-41,-38,-47
131,0.75-0.79,None,VVS1,VG,EX,GD,-39.0,-36.0,-34.0,-40,-46,-45,-41,-41,-38,-41
132,0.75-0.79,None,VVS2,VG,EX,GD,-43.0,-43.0,-41.0,-46,-48,-44,-42,-42,-38,-47
133,0.80-0.89,None,IF,VG,EX,GD,-34.0,-29.000000000000004,-27.000000000000004,-29,-35,-31,-33,-30,-34,-36
134,0.80-0.89,None,SI1,VG,EX,GD,-38.0,-39.0,-37.0,-37,-36,-33,-34,-39,-38,-42
135,0.80-0.89,None,SI2,VG,EX,GD,-40.0,-44.0,-43.0,-41,-39,-38,-35,-37,-39,-42
136,0.80-0.89,None,VS1,VG,EX,GD,-33.0,-33.0,-33.0,-36,-37,-37,-34,-31,-38,-41
137,0.80-0.89,None,VS2,VG,EX,GD,-33.0,-35.0,-35.0,-34,-36,-37,-32,-34,-37,-41
138,0.80-0.89,None,VVS1,VG,EX,GD,-29.000000000000004,-27.000000000000004,-28.000000000000004,-28,-34,-33,-33,-32,-33,-39
139,0.80-0.89,None,VVS2,VG,EX,GD,-32.0,-31.000000000000004,-33.0,-33,-37,-35,-33,-27,-37,-44
140,0.90-0.94,None,IF,VG,EX,GD,-50.0,-50.0,-50.0,-52,-52,-43,-41,-42,-45,-48
141,0.90-0.94,None,SI1,VG,EX,GD,-47.0,-45.0,-45.0,-44,-45,-46,-45,-42,-45,-47
142,0.90-0.94,None,SI2,VG,EX,GD,-51.0,-51.0,-47.0,-49,-48,-44,-43,-46,-43,-44
143,0.90-0.94,None,VS1,VG,EX,GD,-54.0,-52.0,-48.0,-48,-50,-47,-44,-43,-44,-45
144,0.90-0.94,None,VS2,VG,EX,GD,-52.0,-49.0,-49.0,-47,-49,-47,-46,-45,-45,-44
145,0.90-0.94,None,VVS1,VG,EX,GD,-50.0,-48.0,-47.0,-50,-52,-44,-42,-41,-45,-46
146,0.90-0.94,None,VVS2,VG,EX,GD,-54.0,-51.0,-48.0,-50,-52,-47,-45,-45,-46,-45
147,0.95-0.99,None,IF,VG,EX,GD,-41.0,-39.0,-39.0,-46,-45,-39,-35,-36,-39,-38
148,0.95-0.99,None,SI1,VG,EX,GD,-39.0,-37.0,-38.0,-37,-38,-40,-40,-35,-35,-39
149,0.95-0.99,None,SI2,VG,EX,GD,-45.0,-41.0,-40.0,-37,-39,-38,-37,-35,-36,-39
150,0.95-0.99,None,VS1,VG,EX,GD,-45.0,-41.0,-38.0,-38,-38,-38,-36,-36,-37,-38
151,0.95-0.99,None,VS2,VG,EX,GD,-37.0,-36.0,-39.0,-37,-41,-40,-42,-36,-36,-37
152,0.95-0.99,None,VVS1,VG,EX,GD,-43.0,-40.0,-41.0,-42,-43,-40,-36,-36,-41,-42
153,0.95-0.99,None,VVS2,VG,EX,GD,-45.0,-44.0,-40.0,-42,-41,-39,-39,-35,-41,-41
154,0.30-0.34,Faint,IF,EX,EX,GD,-56.0,-51.0,-51.0,-54,-55,-53,-53,-53,-48,-50
155,0.30-0.34,Faint,SI1,EX,EX,GD,-54.0,-55.0,-54.0,-49,-49,-50,-47,-47,-47,-45
156,0.30-0.34,Faint,SI2,EX,EX,GD,-54.0,-56.0,-53.0,-47,-48,-48,-45,-49,-49,-45
157,0.30-0.34,Faint,VS1,EX,EX,GD,-52.0,-55.0,-53.0,-50,-50,-50,-49,-47,-46,-47
158,0.30-0.34,Faint,VS2,EX,EX,GD,-56.0,-56.0,-54.0,-50,-49,-51,-49,-46,-47,-45
159,0.30-0.34,Faint,VVS1,EX,EX,GD,-53.0,-49.0,-49.0,-53,-53,-51,-51,-51,-47,-53
160,0.30-0.34,Faint,VVS2,EX,EX,GD,-54.0,-53.0,-53.0,-51,-52,-52,-52,-50,-49,-51
161,0.35-0.39,Faint,IF,EX,EX,GD,-51.0,-39.0,-45.0,-49,-49,-49,-49,-49,-47,-43
162,0.35-0.39,Faint,SI1,EX,EX,GD,-48.0,-52.0,-51.0,-49,-46,-43,-36,-43,-42,-43
163,0.35-0.39,Faint,SI2,EX,EX,GD,-50.0,-51.0,-50.0,-47,-47,-44,-41,-47,-43,-43
164,0.35-0.39,Faint,VS1,EX,EX,GD,-48.0,-53.0,-51.0,-49,-48,-46,-41,-45,-42,-43
165,0.35-0.39,Faint,VS2,EX,EX,GD,-51.0,-54.0,-52.0,-49,-46,-46,-39,-43,-44,-43
166,0.35-0.39,Faint,VVS1,EX,EX,GD,-47.0,-41.0,-45.0,-49,-48,-48,-46,-48,-46,-44
167,0.35-0.39,Faint,VVS2,EX,EX,GD,-50.0,-48.0,-48.0,-51,-49,-49,-45,-48,-45,-47
168,0.40-0.44,Faint,IF,EX,EX,GD,-43.0,-38.0,-38.0,-41,-39,-44,-43,-44,-41,-45
169,0.40-0.44,Faint,IF,EX,EX,GD,-43.0,-38.0,-38.0,-41,-39,-44,-43,-44,-41,-45
170,0.40-0.44,Faint,SI1,EX,EX,GD,-48.0,-45.0,-44.0,-41,-40,-40,-40,-43,-45,-42
171,0.40-0.44,Faint,SI1,EX,EX,GD,-48.0,-45.0,-44.0,-41,-40,-40,-40,-43,-45,-42
172,0.40-0.44,Faint,SI2,EX,EX,GD,-50.0,-50.0,-47.0,-44,-42,-40,-41,-40,-38,-40
173,0.40-0.44,Faint,SI2,EX,EX,GD,-50.0,-50.0,-47.0,-44,-42,-40,-41,-40,-38,-40
174,0.40-0.44,Faint,VS1,EX,EX,GD,-48.0,-44.0,-43.0,-40,-39,-46,-44,-44,-45,-45
175,0.40-0.44,Faint,VS1,EX,EX,GD,-48.0,-44.0,-43.0,-40,-39,-46,-44,-44,-45,-45
176,0.40-0.44,Faint,VS2,EX,EX,GD,-49.0,-48.0,-46.0,-42,-39,-46,-43,-44,-46,-43
177,0.40-0.44,Faint,VS2,EX,EX,GD,-49.0,-48.0,-46.0,-42,-39,-46,-43,-44,-46,-43
178,0.40-0.44,Faint,VVS1,EX,EX,GD,-42.0,-37.0,-38.0,-39,-39,-45,-45,-45,-40,-43
179,0.40-0.44,Faint,VVS1,EX,EX,GD,-42.0,-37.0,-38.0,-39,-39,-45,-45,-45,-40,-43
180,0.40-0.44,Faint,VVS2,EX,EX,GD,-46.0,-43.0,-41.0,-40,-40,-47,-45,-46,-46,-45
181,0.40-0.44,Faint,VVS2,EX,EX,GD,-46.0,-43.0,-41.0,-40,-40,-47,-45,-46,-46,-45
182,0.45-0.49,Faint,IF,EX,EX,GD,-36.0,-28.0,-25.0,-24,-27,-30,-28,-40,-34,-32
183,0.45-0.49,Faint,SI1,EX,EX,GD,-39.0,-35.0,-34.0,-31,-28,-31,-31,-32,-32,-37
184,0.45-0.49,Faint,SI2,EX,EX,GD,-45.0,-43.0,-40.0,-36,-32,-32,-31,-32,-31,-39
185,0.45-0.49,Faint,VS1,EX,EX,GD,-37.0,-33.0,-32.0,-28,-29,-34,-36,-33,-35,-37
186,0.45-0.49,Faint,VS2,EX,EX,GD,-33.0,-36.0,-35.0,-31,-27,-32,-33,-33,-33,-37
187,0.45-0.49,Faint,VVS1,EX,EX,GD,-32.0,-26.0,-25.0,-27,-28,-35,-32,-37,-32,-33
188,0.45-0.49,Faint,VVS2,EX,EX,GD,-39.0,-35.0,-31.0,-28,-29,-34,-38,-36,-35,-41
189,0.50-0.59,Faint,IF,EX,EX,GD,-53.0,-47.0,-48.0,-47,-51,-50,-46,-44,-45,-44
190,0.50-0.59,Faint,SI1,EX,EX,GD,-53.0,-54.0,-53.0,-53,-49,-49,-49,-48,-46,-48
191,0.50-0.59,Faint,SI2,EX,EX,GD,-52.0,-53.0,-52.0,-53,-51,-52,-49,-49,-46,-43
192,0.50-0.59,Faint,VS1,EX,EX,GD,-55.0,-54.0,-54.0,-51,-51,-50,-47,-47,-45,-45
193,0.50-0.59,Faint,VS2,EX,EX,GD,-56.0,-56.0,-55.0,-52,-51,-50,-49,-50,-44,-45
194,0.50-0.59,Faint,VVS1,EX,EX,GD,-53.0,-46.0,-48.0,-48,-51,-51,-48,-44,-44,-46
195,0.50-0.59,Faint,VVS2,EX,EX,GD,-57.0,-53.0,-53.0,-50,-50,-50,-49,-48,-43,-46
196,0.70-0.74,Faint,IF,EX,EX,GD,-48.0,-42.0,-39.0,-44,-50,-47,-44,-44,-39,-42
197,0.70-0.74,Faint,SI1,EX,EX,GD,-54.0,-52.0,-48.0,-48,-46,-45,-42,-40,-43,-46
198,0.70-0.74,Faint,SI2,EX,EX,GD,-54.0,-53.0,-52.0,-52,-48,-45,-44,-45,-43,-47
199,0.70-0.74,Faint,VS1,EX,EX,GD,-49.0,-49.0,-47.0,-44,-49,-42,-40,-42,-44,-50
200,0.70-0.74,Faint,VS2,EX,EX,GD,-53.0,-50.0,-48.0,-48,-47,-45,-42,-45,-45,-49
201,0.70-0.74,Faint,VVS1,EX,EX,GD,-44.0,-42.0,-38.0,-45,-49,-47,-43,-41,-44,-43
202,0.70-0.74,Faint,VVS2,EX,EX,GD,-49.0,-45.0,-43.0,-46,-50,-46,-43,-44,-43,-48
203,0.75-0.79,Faint,IF,EX,EX,GD,-41.0,-36.0,-34.0,-38,-44,-41,-39,-36,-37,-38
204,0.75-0.79,Faint,SI1,EX,EX,GD,-48.0,-45.0,-45.0,-40,-39,-35,-33,-39,-36,-44
205,0.75-0.79,Faint,SI2,EX,EX,GD,-51.0,-47.0,-49.0,-44,-39,-39,-33,-40,-39,-40
206,0.75-0.79,Faint,VS1,EX,EX,GD,-43.0,-42.0,-43.0,-40,-42,-37,-36,-39,-38,-43
207,0.75-0.79,Faint,VS2,EX,EX,GD,-48.0,-49.0,-47.0,-43,-40,-36,-36,-39,-36,-45
208,0.75-0.79,Faint,VVS1,EX,EX,GD,-38.0,-34.0,-32.0,-38,-44,-41,-37,-37,-34,-37
209,0.75-0.79,Faint,VVS2,EX,EX,GD,-42.0,-41.0,-39.0,-44,-46,-40,-38,-38,-34,-43
210,0.80-0.89,Faint,IF,EX,EX,GD,-35.0,-29.0,-26.0,-28,-33,-30,-30,-26,-30,-32
211,0.80-0.89,Faint,SI1,EX,EX,GD,-38.0,-39.0,-37.0,-37,-35,-31,-31,-36,-35,-39
212,0.80-0.89,Faint,SI2,EX,EX,GD,-40.0,-44.0,-43.0,-41,-38,-36,-32,-34,-36,-39
213,0.80-0.89,Faint,VS1,EX,EX,GD,-35.0,-34.0,-33.0,-35,-35,-36,-32,-28,-35,-38
214,0.80-0.89,Faint,VS2,EX,EX,GD,-35.0,-36.0,-35.0,-33,-34,-36,-30,-31,-34,-38
215,0.80-0.89,Faint,VVS1,EX,EX,GD,-30.0,-27.0,-27.0,-27,-32,-32,-30,-28,-29,-35
216,0.80-0.89,Faint,VVS2,EX,EX,GD,-33.0,-31.0,-32.0,-32,-35,-34,-30,-23,-33,-40
217,0.90-0.94,Faint,IF,EX,EX,GD,-49.0,-47.0,-46.0,-48,-48,-40,-38,-39,-42,-45
218,0.90-0.94,Faint,SI1,EX,EX,GD,-44.0,-41.0,-41.0,-39,-40,-41,-41,-38,-41,-43
219,0.90-0.94,Faint,SI2,EX,EX,GD,-48.0,-47.0,-43.0,-44,-43,-39,-39,-42,-39,-40
220,0.90-0.94,Faint,VS1,EX,EX,GD,-53.0,-49.0,-44.0,-43,-44,-42,-40,-39,-40,-41
221,0.90-0.94,Faint,VS2,EX,EX,GD,-51.0,-46.0,-45.0,-42,-43,-42,-42,-41,-41,-40
222,0.90-0.94,Faint,VVS1,EX,EX,GD,-49.0,-45.0,-43.0,-46,-48,-41,-39,-38,-42,-43
223,0.90-0.94,Faint,VVS2,EX,EX,GD,-53.0,-48.0,-44.0,-46,-48,-44,-42,-42,-43,-42
224,0.95-0.99,Faint,IF,EX,EX,GD,-41.0,-39.0,-38.0,-44,-43,-36,-31,-33,-36,-35
225,0.95-0.99,Faint,SI1,EX,EX,GD,-37.0,-35.0,-37.0,-34,-34,-36,-37,-33,-33,-37
226,0.95-0.99,Faint,SI2,EX,EX,GD,-43.0,-39.0,-39.0,-34,-35,-34,-34,-33,-34,-37
227,0.95-0.99,Faint,VS1,EX,EX,GD,-44.0,-39.0,-37.0,-35,-35,-34,-33,-35,-36,-37
228,0.95-0.99,Faint,VS2,EX,EX,GD,-36.0,-34.0,-38.0,-34,-38,-36,-39,-35,-35,-36
229,0.95-0.99,Faint,VVS1,EX,EX,GD,-43.0,-40.0,-40.0,-40,-41,-37,-32,-33,-38,-39
230,0.95-0.99,Faint,VVS2,EX,EX,GD,-45.0,-44.0,-39.0,-40,-39,-36,-35,-32,-38,-38
231,0.30-0.34,Faint,IF,VG,EX,GD,-64.0,-58.0,-57.0,-60,-61,-59,-59,-58,-53,-55
232,0.30-0.34,Faint,SI1,VG,EX,GD,-60.0,-61.0,-60.0,-55,-55,-56,-53,-52,-52,-50
233,0.30-0.34,Faint,SI2,VG,EX,GD,-60.0,-62.0,-59.0,-53,-54,-54,-51,-54,-54,-50
234,0.30-0.34,Faint,VS1,VG,EX,GD,-58.0,-61.0,-59.0,-56,-56,-56,-55,-52,-51,-52
235,0.30-0.34,Faint,VS2,VG,EX,GD,-62.0,-62.0,-60.0,-56,-55,-57,-55,-51,-52,-50
236,0.30-0.34,Faint,VVS1,VG,EX,GD,-61.0,-56.0,-55.0,-59,-59,-57,-57,-56,-52,-58
237,0.30-0.34,Faint,VVS2,VG,EX,GD,-62.0,-60.0,-59.0,-57,-58,-58,-58,-55,-54,-56
238,0.35-0.39,Faint,IF,VG,EX,GD,-61.0,-49.0,-53.0,-55,-56,-55,-55,-55,-53,-49
239,0.35-0.39,Faint,SI1,VG,EX,GD,-56.0,-60.0,-57.0,-55,-52,-49,-42,-48,-47,-48
240,0.35-0.39,Faint,SI2,VG,EX,GD,-58.0,-59.0,-56.0,-53,-53,-50,-47,-52,-48,-48
241,0.35-0.39,Faint,VS1,VG,EX,GD,-58.0,-61.0,-57.0,-55,-54,-52,-47,-51,-48,-49
242,0.35-0.39,Faint,VS2,VG,EX,GD,-61.0,-62.0,-58.0,-55,-52,-52,-45,-49,-50,-49
243,0.35-0.39,Faint,VVS1,VG,EX,GD,-57.0,-51.0,-53.0,-55,-55,-54,-52,-54,-52,-50
244,0.35-0.39,Faint,VVS2,VG,EX,GD,-60.0,-58.0,-56.0,-57,-56,-55,-51,-54,-51,-53
245,0.40-0.44,Faint,IF,VG,EX,GD,-50.0,-44.0,-44.0,-47,-45,-50,-50,-51,-48,-52
246,0.40-0.44,Faint,IF,VG,EX,GD,-50.0,-44.0,-44.0,-47,-45,-50,-50,-51,-48,-52
247,0.40-0.44,Faint,SI1,VG,EX,GD,-54.0,-51.0,-51.0,-48,-46,-46,-46,-48,-50,-47
248,0.40-0.44,Faint,SI1,VG,EX,GD,-54.0,-51.0,-51.0,-48,-46,-46,-46,-48,-50,-47
249,0.40-0.44,Faint,SI2,VG,EX,GD,-56.0,-56.0,-54.0,-51,-48,-46,-47,-45,-43,-45
250,0.40-0.44,Faint,SI2,VG,EX,GD,-56.0,-56.0,-54.0,-51,-48,-46,-47,-45,-43,-45
251,0.40-0.44,Faint,VS1,VG,EX,GD,-54.0,-50.0,-49.0,-46,-45,-52,-50,-50,-51,-51
252,0.40-0.44,Faint,VS1,VG,EX,GD,-54.0,-50.0,-49.0,-46,-45,-52,-50,-50,-51,-51
253,0.40-0.44,Faint,VS2,VG,EX,GD,-55.0,-54.0,-52.0,-48,-45,-52,-49,-50,-52,-49
254,0.40-0.44,Faint,VS2,VG,EX,GD,-55.0,-54.0,-52.0,-48,-45,-52,-49,-50,-52,-49
255,0.40-0.44,Faint,VVS1,VG,EX,GD,-49.0,-43.0,-44.0,-45,-45,-51,-52,-52,-47,-50
256,0.40-0.44,Faint,VVS1,VG,EX,GD,-49.0,-43.0,-44.0,-45,-45,-51,-52,-52,-47,-50
257,0.40-0.44,Faint,VVS2,VG,EX,GD,-53.0,-49.0,-47.0,-46,-46,-53,-52,-53,-53,-52
258,0.40-0.44,Faint,VVS2,VG,EX,GD,-53.0,-49.0,-47.0,-46,-46,-53,-52,-53,-53,-52
259,0.45-0.49,Faint,IF,VG,EX,GD,-49.0,-40.0,-36.0,-35,-37,-40,-38,-51,-45,-43
260,0.45-0.49,Faint,SI1,VG,EX,GD,-51.0,-46.0,-45.0,-42,-38,-41,-42,-42,-42,-47
261,0.45-0.49,Faint,SI2,VG,EX,GD,-57.0,-54.0,-51.0,-47,-42,-42,-42,-42,-41,-49
262,0.45-0.49,Faint,VS1,VG,EX,GD,-50.0,-45.0,-43.0,-39,-39,-44,-46,-43,-45,-47
263,0.45-0.49,Faint,VS2,VG,EX,GD,-46.0,-48.0,-46.0,-42,-37,-42,-43,-43,-43,-47
264,0.45-0.49,Faint,VVS1,VG,EX,GD,-45.0,-38.0,-36.0,-38,-38,-45,-42,-48,-43,-44
265,0.45-0.49,Faint,VVS2,VG,EX,GD,-52.0,-47.0,-42.0,-39,-39,-44,-48,-47,-46,-52
266,0.50-0.59,Faint,IF,VG,EX,GD,-64.0,-56.0,-55.0,-53,-58,-56,-51,-49,-50,-49
267,0.50-0.59,Faint,SI1,VG,EX,GD,-62.0,-63.0,-62.0,-59,-56,-55,-54,-53,-51,-53
268,0.50-0.59,Faint,SI2,VG,EX,GD,-61.0,-62.0,-61.0,-59,-58,-58,-54,-54,-51,-48
269,0.50-0.59,Faint,VS1,VG,EX,GD,-64.0,-62.0,-62.0,-58,-58,-55,-52,-52,-50,-50
270,0.50-0.59,Faint,VS2,VG,EX,GD,-65.0,-64.0,-63.0,-59,-58,-55,-54,-55,-49,-50
271,0.50-0.59,Faint,VVS1,VG,EX,GD,-64.0,-55.0,-55.0,-54,-58,-57,-53,-49,-49,-51
272,0.50-0.59,Faint,VVS2,VG,EX,GD,-68.0,-62.0,-60.0,-56,-57,-56,-54,-53,-48,-51
273,0.70-0.74,Faint,IF,VG,EX,GD,-56.0,-51.0,-46.0,-51,-57,-54,-50,-50,-45,-48
274,0.70-0.74,Faint,SI1,VG,EX,GD,-62.0,-60.0,-55.0,-54,-52,-51,-48,-47,-50,-53
275,0.70-0.74,Faint,SI2,VG,EX,GD,-62.0,-61.0,-59.0,-58,-54,-51,-50,-52,-50,-54
276,0.70-0.74,Faint,VS1,VG,EX,GD,-57.0,-57.0,-55.0,-51,-56,-49,-47,-48,-50,-56
277,0.70-0.74,Faint,VS2,VG,EX,GD,-61.0,-58.0,-56.0,-55,-54,-52,-49,-51,-51,-55
278,0.70-0.74,Faint,VVS1,VG,EX,GD,-52.0,-51.0,-45.0,-52,-56,-54,-49,-47,-50,-49
279,0.70-0.74,Faint,VVS2,VG,EX,GD,-57.0,-54.0,-50.0,-53,-57,-53,-49,-50,-49,-54
280,0.75-0.79,Faint,IF,VG,EX,GD,-49.0,-44.0,-42.0,-45,-51,-48,-46,-42,-43,-44
281,0.75-0.79,Faint,SI1,VG,EX,GD,-56.0,-53.0,-53.0,-47,-46,-42,-40,-45,-42,-50
282,0.75-0.79,Faint,SI2,VG,EX,GD,-59.0,-55.0,-57.0,-51,-46,-46,-40,-46,-45,-46
283,0.75-0.79,Faint,VS1,VG,EX,GD,-51.0,-50.0,-51.0,-47,-49,-44,-42,-44,-43,-48
284,0.75-0.79,Faint,VS2,VG,EX,GD,-56.0,-57.0,-55.0,-50,-47,-43,-42,-44,-41,-50
285,0.75-0.79,Faint,VVS1,VG,EX,GD,-46.0,-42.0,-40.0,-45,-51,-48,-44,-43,-40,-43
286,0.75-0.79,Faint,VVS2,VG,EX,GD,-50.0,-49.0,-47.0,-51,-53,-47,-45,-44,-40,-49
287,0.80-0.89,Faint,IF,VG,EX,GD,-44.0,-38.0,-35.0,-36,-41,-36,-37,-33,-37,-39
288,0.80-0.89,Faint,SI1,VG,EX,GD,-46.0,-47.0,-44.0,-44,-42,-38,-38,-42,-41,-45
289,0.80-0.89,Faint,SI2,VG,EX,GD,-48.0,-52.0,-50.0,-48,-45,-43,-39,-40,-42,-45
290,0.80-0.89,Faint,VS1,VG,EX,GD,-43.0,-42.0,-41.0,-43,-43,-42,-38,-34,-41,-44
291,0.80-0.89,Faint,VS2,VG,EX,GD,-43.0,-44.0,-43.0,-41,-42,-42,-36,-37,-40,-44
292,0.80-0.89,Faint,VVS1,VG,EX,GD,-39.0,-36.0,-36.0,-35,-40,-38,-37,-35,-36,-42
